"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
24423,3/31/2023 0:00:00,15926,4/20/2023 12:04:22 AM,0,3200,0,455866,0,293082,293082,0,0,0,0,52,386291,15,102733,0,0,0,0,0,0,0,0,81,100,0,0,0,70,0,0,0,0,0,0,0,1100,800,900,0,73,0,0,0,-200,0,0,0,0,0,0,0,0,293082,30867,0,0,8844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4335,0,0,0,0,793,0,0,0,0,0,0,0,0,131324,0,0,11,0,0,0,0,0,0,0,0,0,30892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24428,3/31/2023 0:00:00,15031,5/1/2023 10:01:52 PM,445385,18598,0,17448188,0,14426024,14426024,0,45355,8109,21442,1120,15154385,90,1231642,107643,0,0,0,0,0,0,0,2158,4000,0,0,1362,25471,0,0,0,0,0,0,0,1101,391,585,0,15776,0,0,0,0,0,0,0,0,0,0,0,0,9459666,182482,0,0,166354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131650,0,0,0,0,558294,0,0,1103393,0,3195357,3862965,0,0,2281388,0,0,519,0,0,0,0,0,0,0,0,0,34354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39939,405,56210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24429,3/31/2023 0:00:00,17533,4/14/2023 12:02:23 AM,0,0,0,9931881,0,8833580,8833580,0,11820,53005,16423,490,7195482,561,4580825,86399,0,0,0,0,0,0,0,1663,3500,0,0,0,3921,0,0,0,0,0,0,0,1118,390,432,10740,14273,0,0,0,-48109,0,0,0,0,0,0,0,0,6379768,30751,0,0,183049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98597,0,0,0,0,74087,0,0,1179276,111304,1050760,1163232,0,0,1041572,0,0,176,0,0,0,0,0,0,0,0,0,29066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,0,314895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24430,3/31/2023 0:00:00,17939,4/18/2023 12:02:11 AM,0,3836,0,6229892,0,5467696,5467696,0,0,0,0,232,2409977,25,324004,0,0,0,0,0,0,0,0,911,3500,0,5209,0,803,0,0,0,0,0,0,0,1190,750,850,6296,350,0,0,0,5964,0,0,0,0,0,0,0,0,4094208,0,0,0,58592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51290,0,0,0,0,59137,0,0,1187136,0,3302,186352,0,0,696067,0,0,55,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611,6333,29127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24431,3/31/2023 0:00:00,17532,4/22/2023 12:05:59 AM,0,13032,0,4706217,0,3378591,3378591,0,0,0,0,439,2801268,20,373281,5446,0,0,0,0,0,0,0,780,1500,0,3471,2156,3184,0,0,0,0,0,0,852,989,487,462,0,1557,0,0,0,0,322146,0,0,0,0,0,0,0,2932851,160224,0,0,64185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35952,0,0,0,0,26153,100000,0,0,0,96794,123594,0,0,1040221,0,0,61,0,0,0,0,0,0,0,0,0,3564,0,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7015,1405,20321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24432,3/31/2023 0:00:00,17980,4/22/2023 12:03:17 AM,131714,25177,0,7885500,0,6280354,6529354,0,0,0,0,665,7026043,70,985190,0,0,0,0,0,0,0,0,1353,2500,0,-7038,467,10094,0,0,0,0,0,1,1290,1525,400,500,0,5080,0,0,0,19753,203123,0,0,0,0,0,0,0,4265222,0,0,0,84653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53003,0,0,0,0,50754,0,249000,454540,0,4455,1357469,0,0,1279282,0,0,138,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7731,0,24137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24433,3/31/2023 0:00:00,18992,4/29/2023 12:33:24 AM,0,1139,0,2262694,0,2077594,2077594,0,12251,14220,7533,413,1571430,66,330117,54056,0,0,0,0,0,0,0,562,1500,0,2397,0,1015,0,0,0,0,0,0,0,1425,1190,1124,0,925,0,0,0,0,0,0,0,0,0,0,0,0,2074083,0,0,0,28401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20179,0,0,0,0,8257,0,0,0,0,3511,3511,0,0,176843,0,0,41,0,0,0,0,0,0,0,0,0,67821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,179,10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24434,3/31/2023 0:00:00,17976,4/27/2023 12:12:06 AM,0,0,0,905362,0,785057,785057,0,4202,203,395,76,357691,1,954,4979,0,0,0,0,0,0,0,298,1000,0,0,0,100,0,0,0,0,0,0,0,1475,349,771,0,49,0,0,0,4455,0,0,0,0,0,0,0,0,785057,31314,0,0,3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696,0,0,0,0,2130,0,0,0,0,0,0,0,0,82406,0,0,17,0,0,0,0,0,0,0,0,0,14050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24435,3/31/2023 0:00:00,17679,4/27/2023 12:04:47 AM,19085,1239,0,3483528,0,2700909,2700909,0,0,0,0,375,970233,2,16100,53777,0,0,0,0,0,0,0,692,1500,0,1489,0,325,0,0,0,0,0,0,0,1000,499,599,0,1920,0,0,0,-8611,27688,0,0,0,0,0,0,0,1918382,696597,0,0,42574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25863,0,0,0,0,9387,0,0,594556,0,160283,160283,0,0,85246,0,0,41,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24437,3/31/2023 0:00:00,17388,4/22/2023 12:04:59 AM,193580,25937,0,18223995,0,15679856,15679856,0,0,0,10938,1058,10588200,210,2477763,10938,0,0,0,0,0,0,0,2321,4000,0,0,0,3420,0,0,0,0,0,0,0,941,485,605,8206,3779,0,0,0,0,0,0,0,0,0,0,0,0,13614702,0,0,0,183798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154657,0,0,0,0,64726,0,0,1484323,551917,28914,28914,0,0,2479413,0,0,301,0,0,0,0,0,0,0,0,0,20522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12147,6075,42341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24438,3/31/2023 0:00:00,15178,4/29/2023 12:11:29 AM,29781845,16734115,0,2257018941,0,1876842296,1876842296,0,1513930,377255,1035244,79789,1682405074,2900,112797567,4641860,0,0,0,0,0,0,0,174908,2568180,0,0,1283150,4084624,0,0,0,0,0,0,1800,985,605,635,682083,195428,0,0,0,0,6206690,0,0,0,0,0,0,0,615744265,0,0,0,22360059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16521092,0,0,0,0,27797661,128125000,0,476727570,64602515,154218341,302052999,396022278,0,228792540,0,0,18682,0,0,0,0,0,0,0,0,0,5076081,0,99772,0,0,0,0,0,0,0,0,0,0,423353578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885348,1450223,15269422,0,0,0,0,0,48257099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24439,3/31/2023 0:00:00,17583,4/25/2023 12:06:25 AM,0,0,0,8678288,0,6750200,6750200,0,0,0,0,269,3509344,33,700886,0,0,0,0,0,0,0,0,563,780,0,0,0,13209,0,0,0,0,0,0,0,1150,500,600,0,537,0,0,0,0,2325043,0,0,0,0,0,0,0,4425157,0,0,0,22283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82623,0,0,0,0,1050,0,0,0,0,0,0,0,0,1913829,0,0,113,0,0,0,0,0,0,0,0,0,51678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,6290,10308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24443,3/31/2023 0:00:00,24321,5/18/2023 11:19:30 AM,1864755,315009,0,149480054,0,126309316,126309316,0,56237,15861,0,9257,110222582,383,11744452,220590,0,0,0,0,0,0,0,11073,30000,0,150000,41850,571491,0,0,0,0,0,0,0,1376,416,543,177566,23322,0,0,0,0,43386,0,0,0,0,0,0,0,27669028,0,0,0,1370066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067403,0,0,0,0,1463961,5000000,0,16465826,2970984,18811472,52193892,19860819,0,16565290,0,0,1284,0,0,0,0,0,0,0,0,0,196985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343211,94143,3682338,0,0,0,0,0,2564760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24445,3/31/2023 0:00:00,22968,4/27/2023 12:11:45 AM,0,847844,0,154433411,0,136938229,136938229,0,99456,0,0,2474,119830884,94,5507908,113588,0,0,0,0,0,0,0,6902,12000,0,0,99998,207444,0,0,0,0,0,0,1150,900,450,450,9070,8342,0,0,0,0,0,0,0,0,0,0,0,0,36833335,824124,0,0,937657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167255,0,0,0,0,521060,0,0,46839779,0,29451074,34419160,18845955,0,16255934,0,0,352,0,0,0,0,0,0,0,0,0,266419,0,47016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245715,37884,3231609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24451,3/31/2023 0:00:00,21052,4/29/2023 1:57:25 PM,639006,912,0,16443405,0,14986574,14986574,0,0,0,0,648,10521698,44,1269621,0,0,0,0,0,0,0,0,1147,4943,0,0,0,4860,0,0,0,0,0,0,1290,1249,472,742,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,9347699,0,0,0,150794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146525,0,0,0,0,108658,0,0,3527200,887141,1224534,1224534,0,0,1348173,0,0,217,0,0,0,0,0,0,0,0,0,19967,0,5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17985,5623,109147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24454,3/31/2023 0:00:00,16866,4/19/2023 12:03:13 AM,1568451,34533,0,35205091,0,32630938,32630938,0,846,0,0,1288,18998290,107,2109818,5177,0,0,0,0,0,0,0,3208,32000,0,0,39,22434,0,0,0,0,0,0,1250,1200,595,650,1799,519,0,0,0,0,1257607,0,0,0,0,0,0,0,21988944,0,0,0,335537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299365,0,0,0,0,29101,0,0,7576166,286200,523613,1522021,0,0,2543300,0,0,455,0,0,0,0,0,0,0,0,0,205384,0,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40433,33122,246406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24463,3/31/2023 0:00:00,25755,4/29/2023 12:16:22 AM,0,5760,0,1497121,0,1389060,1389060,0,22935,0,0,48,585263,8,30709,22935,0,0,0,0,0,0,0,613,4000,0,0,0,170,0,0,0,0,0,0,0,1400,750,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188980,10000,0,0,11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12348,0,0,0,0,3249,0,0,0,0,188699,200080,0,0,94812,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24464,3/31/2023 0:00:00,23943,4/25/2023 12:06:05 AM,0,273507,0,245873419,0,225153650,225154161,0,676705,0,0,4926,175409073,556,12380786,889517,0,0,0,0,0,0,0,6789,24837,0,64396,157153,815466,0,0,0,0,0,3,0,590,298,345,3994,6707,0,0,0,-3801611,957234,0,0,0,0,0,0,0,174938651,8500000,0,0,1132159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233478,0,0,0,0,18764,37,511,23948546,21851386,3457833,3457833,0,0,21494584,0,0,1056,0,0,0,0,0,0,0,0,0,1683317,0,0,0,0,0,0,0,0,0,0,0,0,20260948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197241,137582,174399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24465,3/31/2023 0:00:00,22862,4/29/2023 12:33:33 AM,1576634,203228,0,193185399,0,178981413,178981413,0,5285,401,68764,6813,108410126,331,15116665,116248,0,0,0,0,0,0,0,9997,25000,0,2970,11460,82990,0,0,0,0,0,0,912,1025,565,565,6760,825,0,0,0,0,0,0,0,0,0,0,0,0,102992708,2896034,0,0,1035178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678139,0,0,0,0,2472298,0,0,38915351,0,4919501,6434770,30638584,0,12280038,0,0,2404,0,0,0,0,0,0,0,0,0,204614,0,15543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205375,349837,868610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24470,3/31/2023 0:00:00,22708,4/28/2023 12:02:40 AM,19537126,4041260,0,605034915,0,527425343,527425343,0,1103039,792450,74724,27455,366365859,1617,35388755,3409661,0,0,0,0,0,0,0,34153,463359,0,342045,553221,1295576,0,0,0,0,0,0,1323,1093,491,593,688436,294601,0,0,0,-1461540,7764555,0,0,0,0,0,0,0,161987576,0,0,0,6024966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4682845,0,0,0,0,4512389,43000000,0,107527506,14332146,89413832,140478261,94670411,0,54560005,0,0,6585,0,0,0,0,0,0,0,0,0,2620040,0,97204,0,0,0,0,0,0,0,0,0,0,15534578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981150,1743273,18418664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24472,3/31/2023 0:00:00,24121,4/28/2023 12:11:34 AM,0,0,0,6199743,0,3536780,3536780,0,6157,0,0,230,2158642,31,367540,6157,0,0,0,0,0,0,0,636,1500,0,7800,0,1381,0,0,0,0,0,0,0,899,399,399,18012,16,0,0,0,5289,0,0,0,0,0,0,0,0,1530687,304788,0,0,52712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37694,0,0,0,0,2100,0,0,405750,0,380316,380316,1220027,0,2350727,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6406,9285,14204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
