"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
47,3/31/2023 0:00:00,30,4/29/2023 12:10:19 AM,1272896,43496,0,54604086,0,47929240,47929240,0,0,0,0,1295,22660476,91,1216199,0,0,0,0,0,0,0,0,2369,4500,0,0,0,74124,0,0,0,0,0,0,1095,900,400,450,1842,0,0,0,0,0,0,0,0,0,0,0,0,0,12414450,0,0,0,306965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489650,0,0,0,0,379940,0,0,9979123,1591789,4505533,6589507,17354371,0,6294906,0,0,421,0,0,0,0,0,0,0,0,0,55114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50560,41558,246916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3/31/2023 0:00:00,31,4/26/2023 12:08:09 AM,1543446,106891,0,65510447,0,53023569,53023569,0,91762,108928,1706,2270,21933250,169,1926175,249476,0,0,0,0,0,0,0,4116,24000,0,0,0,100260,0,0,0,0,0,0,1000,1329,319,587,73190,27962,0,0,0,0,40725,0,0,0,0,0,0,0,33804245,0,0,0,576532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510966,0,0,0,0,204032,0,0,8681024,2078082,5354143,8388414,0,0,13439962,0,0,547,0,0,0,0,0,0,0,0,0,212295,0,19124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44637,55296,6356007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3/31/2023 0:00:00,32,4/29/2023 12:07:03 AM,51977024,36948189,0,8283514008,0,7362324128,7362672169,0,6197942,4728026,10018018,299161,5927179089,60026,539946154,24674480,0,0,0,0,0,0,0,469481,1900035,0,0,2573227,14423925,0,0,0,0,0,4,1199,1350,449,574,4157636,1646959,0,0,0,0,50471060,0,0,0,0,0,0,0,2381439922,0,0,0,69144438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69433169,0,0,0,0,92230080,254151625,348041,1588253332,127527123,365472164,724275370,2425314411,0,414678627,0,0,25527,0,0,0,0,0,0,0,0,0,39114575,0,2258721,0,0,0,0,0,0,0,0,0,0,770104918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15609668,4008188,91073444,0,0,0,0,0,683731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3/31/2023 0:00:00,33,4/29/2023 12:17:54 AM,1496433,52154,0,71497750,0,66036206,66036206,0,120908,18339,83398,2447,38611692,79,3179664,255047,0,0,0,0,0,0,0,5502,23855,0,0,117,6956,0,0,0,0,0,0,975,860,495,540,41988,9026,0,0,0,0,0,0,0,0,0,0,0,0,42043649,0,0,0,572990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632019,0,0,0,0,1045716,0,0,19954685,1262310,500616,729390,1716627,0,5036461,0,0,296,0,0,0,0,0,0,0,0,0,445059,0,72003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105764,71088,5587861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3/31/2023 0:00:00,35,5/8/2023 10:02:02 PM,13366855,796098,0,442920758,0,402615542,402615542,0,201023,329322,1179491,21944,255175316,1261,45508730,1884896,0,0,0,0,0,0,0,32432,273000,0,0,6918,647960,0,0,0,0,0,0,1550,1300,649,699,52304,38932,0,0,0,517911,12526928,0,0,0,0,0,0,0,121649060,1629107,0,0,4049399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791865,0,0,0,0,5698932,0,0,109663702,7057343,10676798,21655007,127071436,0,45706383,0,0,6296,0,0,0,0,0,0,0,0,0,1461369,0,31564,0,0,0,0,0,0,0,0,0,0,13167390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294839,404726,12274248,0,0,0,0,0,978161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3/31/2023 0:00:00,40,4/21/2023 12:06:00 AM,0,0,0,2112418,0,1554847,1554847,0,0,0,0,22,47800,3,8000,0,0,0,0,0,0,0,0,212,1000,0,0,0,750,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554847,143868,0,0,11898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16971,0,0,0,0,1293,0,0,0,0,0,0,0,0,411660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7799,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3/31/2023 0:00:00,41,4/8/2023 12:01:44 AM,1729848,495977,0,212843104,0,200241984,200241984,0,183549,34451,0,6901,149201245,723,26593472,218000,0,0,0,0,0,0,0,18257,240079,0,-50558,0,15826,0,0,0,0,0,0,0,1244,235,320,109372,51294,0,0,0,200736,15820540,0,0,0,0,0,0,0,99201485,0,0,0,2260657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988591,0,0,0,0,1472988,0,0,57428625,9112305,6321966,7003282,11675747,0,16148328,0,0,4624,0,0,0,0,0,0,0,0,0,1347168,0,0,0,0,0,0,0,0,0,0,0,0,11071630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189194,114893,2184116,0,0,0,0,0,4163270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3/31/2023 0:00:00,43,4/25/2023 12:03:19 AM,31069785,3522625,0,849678263,0,782202779,782304484,0,583314,279048,175252,25311,588149675,1539,56691430,1261264,0,0,0,0,0,0,0,41852,128053,0,0,533385,1019687,0,0,0,0,0,2,1125,1800,639,599,476069,86119,0,0,0,0,399938,0,0,0,0,0,0,0,228921701,0,0,0,7209584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7076116,0,0,0,0,4075450,0,101705,245860620,14877218,80815328,127640719,157484221,0,80970336,0,0,4725,0,0,0,0,0,0,0,0,0,3595679,0,177521,0,0,0,0,0,0,0,0,0,0,71878133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647910,626155,16390910,0,0,0,0,0,1686705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3/31/2023 0:00:00,46,4/28/2023 12:01:33 AM,5814991,1132706,0,297468085,0,261642229,261642229,0,1362348,666968,159576,14965,230531731,595,24815143,3472014,0,0,0,0,0,0,0,23567,1280844,0,0,0,268524,0,0,0,0,0,0,1800,1225,529,625,290316,21843,0,0,0,0,0,0,0,0,0,0,0,0,111139492,8597716,0,0,2403193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520144,0,0,0,0,5979636,0,0,95399930,4165691,13927862,21227137,28505717,0,21479111,0,0,7354,0,0,0,0,0,0,0,0,0,4305303,0,80244,0,0,0,0,0,0,0,0,0,0,14064593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659312,182605,13034847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3/31/2023 0:00:00,49,4/22/2023 12:02:30 AM,0,1188,0,9477476,0,4366735,4366735,0,36025,5225,0,559,4089507,37,720419,73769,0,0,0,0,0,0,0,1420,2000,0,0,0,2521,0,0,0,0,0,0,1299,1120,291,489,0,9126,0,0,0,11075,98355,0,0,0,0,0,0,0,4163141,476136,0,0,72976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51167,0,0,0,0,40822,0,0,0,105239,0,0,0,0,4582708,0,0,126,0,0,0,0,0,0,0,0,0,57913,0,9286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6224,22656,23825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,3/31/2023 0:00:00,54,4/26/2023 12:08:19 AM,0,497,0,14212453,0,12241486,12241486,0,0,0,0,297,4513514,39,719383,921,0,0,0,0,0,0,0,1305,2000,0,0,0,1465,0,0,0,0,0,0,0,592,339,413,0,629,0,0,0,0,36195,0,0,0,0,0,0,0,11378688,159928,0,0,60911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120370,0,0,0,0,929,0,0,574069,0,203869,252534,0,0,1722691,0,0,53,0,0,0,0,0,0,0,0,0,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3939,12141,15599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3/31/2023 0:00:00,57,5/1/2023 10:03:43 PM,138938,17438,0,76941482,0,65306498,65306498,0,61856,54358,4284,6602,24835267,97,1887504,176843,0,0,0,0,0,0,0,5574,25000,0,0,0,91970,0,0,0,0,0,0,1136,1177,438,507,9700,6246,0,0,0,128263,0,0,0,0,0,0,0,0,21878935,0,0,0,541140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656077,0,0,0,0,166603,0,0,8397896,4453399,10142492,11798207,15941181,0,11340118,0,0,4678,0,0,0,0,0,0,0,0,0,352278,0,63041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45534,74761,2827202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,3/31/2023 0:00:00,58,4/25/2023 12:04:03 AM,560227,32313,0,44613120,0,35665407,35665407,0,0,36845,15364,1413,16586006,221,2342450,74970,0,0,0,0,0,0,0,3963,25000,0,0,0,27627,0,0,0,0,0,0,1250,1400,474,549,678,876,0,0,0,0,657660,0,0,0,0,0,0,0,13941079,849469,0,0,290529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349247,0,0,0,0,365415,0,0,5151400,3604493,429099,5173198,6738494,0,7570724,0,0,348,0,0,0,0,0,0,0,0,0,122618,0,5665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3/31/2023 0:00:00,59,4/11/2023 12:03:05 AM,1427036,20125,0,35938777,0,29773322,30519322,0,0,0,0,94,27101011,13,3467850,0,0,0,0,0,0,0,0,537,1500,0,12741,0,216016,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18407913,507605,0,0,100268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231067,0,0,0,0,151011,0,746000,81660,365041,6975134,9423497,0,0,4601899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4010463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3/31/2023 0:00:00,62,4/27/2023 12:09:26 AM,0,7470,0,97299834,0,84878290,84878290,0,111360,46310,2859,1190,14436511,10,147500,173809,0,0,0,0,0,0,0,3720,15000,0,0,27568,279885,0,0,0,0,0,0,1199,1070,536,597,25569,10686,0,0,0,0,1115453,0,0,0,0,0,0,0,43876284,1500000,0,0,357216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890828,0,0,0,0,78990,3000000,0,4023613,4602348,19996834,28843084,0,0,19387747,0,0,71,0,0,0,0,0,0,0,0,0,668981,0,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10865,178751,3520525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3/31/2023 0:00:00,63,4/29/2023 12:04:57 AM,1541576,69816,0,129252546,0,119513998,119513998,0,0,0,0,2358,43202079,181,3215060,131787,0,0,0,0,0,0,0,9149,20000,0,0,0,63418,0,0,0,0,0,0,0,870,396,491,34620,33556,0,0,0,0,0,0,0,0,0,0,0,0,78004845,1019335,0,0,910230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194067,0,0,0,0,101653,0,0,20658661,1649240,3433347,5560086,13455499,0,9189656,0,0,837,0,0,0,0,0,0,0,0,0,319438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148202,101390,1821290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3/31/2023 0:00:00,69,4/22/2023 12:02:19 AM,0,6350,0,1106276,0,951712,951712,0,5455,12480,20817,43,191141,6,41780,41549,0,0,0,0,0,0,0,157,500,0,4400,0,138,0,0,0,0,0,0,0,1160,400,450,8427,4736,0,0,0,0,14785,0,0,0,0,0,0,0,936927,0,0,0,12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8484,0,0,0,0,2607,0,0,0,0,0,0,0,0,151957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3/31/2023 0:00:00,70,4/25/2023 12:05:28 AM,194215,626468,0,86114053,0,76465671,76465671,0,117384,113685,78829,4125,51850350,208,5936494,446174,0,0,0,0,0,0,0,6083,750000,0,0,1141,87186,0,0,0,0,0,0,1200,1300,425,500,6061,15873,0,0,0,0,272381,0,0,0,0,0,0,0,39627115,0,0,0,654910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728145,0,0,0,0,748341,923729,0,14834869,1714440,10563620,15834188,3778377,0,7973838,0,0,1838,0,0,0,0,0,0,0,0,0,164384,0,27233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128714,120034,239705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3/31/2023 0:00:00,72,4/27/2023 12:04:37 AM,1651302,93130,0,44492104,0,41579553,41579553,0,0,22986,3656,2108,26631312,139,3422504,143252,0,0,0,0,0,0,0,9347,107848,0,0,0,5867,0,0,0,0,0,0,990,1200,600,725,3300,998,0,0,0,103008,3514,0,0,0,0,0,0,0,26679222,951797,0,0,384520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403222,0,0,0,0,155310,60000,0,13283063,1014511,422031,565956,0,0,2301224,0,0,896,0,0,0,0,0,0,0,0,0,283867,0,10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62103,55070,56553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,3/31/2023 0:00:00,74,4/21/2023 12:05:22 AM,0,0,0,5763386,0,5314760,5314760,0,0,0,0,219,4048058,22,650528,0,0,0,0,0,0,0,0,365,500,0,600,0,13295,0,0,0,0,0,0,0,1800,350,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314760,76358,0,0,12370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57865,0,0,0,0,-14957,0,0,0,0,0,0,0,0,387225,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5167,0,6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3/31/2023 0:00:00,75,4/5/2023 12:02:14 AM,0,4312,0,1616511,0,1476942,1476942,0,0,0,0,47,948089,5,121710,0,0,0,0,0,0,0,0,126,180,0,0,0,4000,0,0,0,0,0,0,0,850,350,400,0,0,0,0,0,1244,0,0,0,0,0,0,0,0,1476942,14148,0,0,2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14501,0,0,0,0,230,0,0,0,0,0,0,0,0,123947,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
