"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
1817,3/31/2023 0:00:00,873,0,0,0,0,29827537,0,0,33888461,0,29827537,0,0,0,0,0,3,0,0,0,0,62022,3,0,0,0,0,0,0,0,74369,0,155775,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,52620,1197,8696,20433,5482,1709,30072,0,0,0,0,1526,3198,137920,0,0,222051,0,0,0,0,0,463263,0,0,0,0,59,0,0,1448,5,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,230144,0,3728,12408,0,86133,0,55538,0,0,0,0,0,0,0,0,63177,170324,0,0,0,0,0,0,0,0,0,0,5773973,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127093,0,0,127093,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,3/31/2023 0:00:00,874,0,0,0,0,44046948,662908,146862,47180143,0,44046948,662908,146862,0,0,0,10,0,0,0,0,92021,3,0,0,0,0,0,0,0,232308,0,107333,0,0,0,0,0,0,0,0,0,0,0,123155,0,0,0,0,0,0,0,0,192972,3332,60493,118489,109,17774,50157,0,0,0,0,483,375,2520430,0,0,1936181,0,0,0,0,240753,1373484,0,0,-10585,0,306,1786,139,4387,0,65,6683,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,339641,0,137143,21573,0,-169557,0,258017,61358,0,0,0,0,0,0,0,325459,1896702,0,0,0,0,0,0,0,0,0,0,3594317,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,206066,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,3/31/2023 0:00:00,876,0,0,0,0,20596383,0,0,24077899,0,20596383,0,0,0,0,0,17,0,0,0,0,92022,2,0,0,0,0,0,0,0,226500,0,76639,0,0,0,0,0,0,0,0,0,0,0,20422,0,0,0,0,0,0,0,0,125322,1750,15387,41270,21283,63495,1200,0,0,0,0,976,4787,6389768,0,0,4770682,0,0,0,0,88160,954012,0,0,0,0,104,1091,25,2178,263,36,3697,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,303139,0,55796,5735,0,77730,13910,0,0,0,0,0,0,0,0,0,382362,6138216,0,0,0,0,0,0,0,0,-541950,0,4031519,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,2723716,0,0,0,0,0,0,0,0,0,100000,0,0,837755,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,3/31/2023 0:00:00,877,0,0,0,0,725822341,23647385,9226478,839179489,0,725879309,23700763,9328836,0,0,0,186,0,0,0,0,122021,3,0,0,0,0,0,0,0,3707451,0,3068125,0,0,0,0,0,0,0,0,0,0,0,829455,0,0,0,0,0,0,0,0,2536328,29476,366486,405846,124348,274572,709444,0,0,0,0,34278,579672,39656134,0,0,29255732,0,0,0,0,16002078,56711058,0,0,0,0,2335,36962,2051,65705,0,3718,110776,0,0,0,0,0,0,0,0,0,0,0,0,0,120,4,0,0,0,0,0,0,6775576,0,2159391,1239018,0,1633475,0,0,0,0,0,0,0,0,0,0,1271952,133282088,0,0,0,0,0,0,0,0,0,0,75456037,898,0,0,0,123579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,14278279,0,0,0,0,0,0,0,0,0,0,0,0,1727628,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,3/31/2023 0:00:00,878,0,0,0,0,289614543,35927659,0,363906497,0,289614543,35927659,0,0,0,0,123,0,0,0,0,122022,2,0,0,0,0,0,0,0,2755187,0,735372,0,0,0,0,0,0,0,0,0,0,0,159497,0,0,0,0,0,0,0,0,990812,4062,123862,470607,38274,223125,234314,0,0,0,0,14929,56501,58738100,0,0,24869319,0,0,0,0,6084071,13276778,0,0,-30,0,1406,6623,511,20622,0,4411,33573,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,0,0,0,3490559,0,371313,549584,0,982351,0,597922,0,0,0,0,0,0,0,0,787435,24167084,0,0,0,0,0,0,0,0,0,0,41639269,1142,0,0,0,266359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3947,68915311,0,0,0,0,0,0,0,0,0,190137400,0,0,1191571,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,3/31/2023 0:00:00,881,0,0,0,0,4911742,0,0,5502850,0,4911742,0,0,0,0,0,3,0,0,0,0,32022,2,0,0,0,0,0,0,0,35298,0,7244,0,0,0,0,0,0,0,0,0,0,0,6094,0,0,0,0,0,0,0,0,41071,0,1748,21767,0,0,1635,0,2766,0,0,0,288,1859098,0,0,306334,0,0,0,0,0,95393,0,0,0,0,0,106,8,906,65,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,42542,0,6094,2815,0,-23454,0,784,3119,0,0,0,0,0,0,0,135680,1927647,0,0,0,0,0,0,0,0,0,0,545712,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60449,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,3/31/2023 0:00:00,883,0,0,0,0,1129776188,8874895,4140614,1260542274,0,1130026188,8974895,4140614,0,0,0,79,0,0,0,0,122022,3,0,0,0,0,0,0,0,7479579,0,1949572,0,0,0,0,0,0,0,0,0,0,0,630388,0,0,0,0,0,0,0,0,4052153,31872,901640,2101897,343196,365196,296551,0,0,0,0,51600,64736,31504365,0,0,51854274,0,0,0,0,8268611,95729807,0,0,0,4825,7130,42477,2555,76297,0,1526,129987,0,0,0,0,0,0,0,0,0,0,0,0,0,173,3,0,0,0,0,0,0,9429151,0,2645877,1808022,0,582190,0,777647,0,0,0,0,0,0,0,0,8413168,63015378,0,0,0,0,0,0,0,0,0,0,128769392,1021,0,35288255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889,48361471,0,0,0,0,0,10000000,10000000,0,20000000,436566352,0,0,203071,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,3/31/2023 0:00:00,885,0,0,0,0,3507719,0,0,4078929,0,3507719,0,0,0,0,0,0,0,0,0,0,122022,2,0,0,0,0,0,0,0,23028,0,2568,0,0,0,0,0,0,0,0,0,0,0,3343,0,0,0,0,0,0,0,0,13240,135,409,2902,390,632,1743,0,0,0,0,1075,557,800220,0,0,1249000,0,0,0,0,0,196490,0,0,0,0,0,0,0,440,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25596,0,3418,2212,0,5719,0,0,0,0,0,0,0,0,0,0,5183,220585,0,0,0,0,0,0,0,0,0,0,566722,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,3/31/2023 0:00:00,892,0,0,0,0,334631569,11062240,996152,408657206,0,334631569,11062240,996152,0,0,0,128,0,0,0,0,92022,3,0,0,0,0,0,0,0,1915570,0,1122994,0,0,0,0,0,0,0,0,0,0,0,334162,0,0,0,0,0,0,0,0,997106,10077,274359,238131,77349,141494,683607,0,0,0,0,17154,53311,14865912,0,0,14719050,0,0,0,0,1090962,17927902,0,0,-3,94211,2568,9552,687,20918,0,0,33725,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,3038564,0,543454,283381,0,703142,0,638244,30,0,0,0,0,0,0,0,1672183,12593945,0,0,0,0,0,0,0,0,-2961546,0,63010215,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,17330645,0,0,0,0,0,0,0,0,0,16000000,0,0,1643984,1714.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,3/31/2023 0:00:00,895,0,0,0,0,28230517,760323,0,34985745,0,28230517,760323,0,0,0,0,14,0,0,0,0,32022,3,0,0,0,0,0,0,0,174940,0,101510,0,0,0,0,0,0,0,0,0,0,0,6038,0,0,0,0,0,0,0,0,78665,3549,18174,18734,7276,11486,62861,0,0,0,0,0,8593,1562690,0,0,1772829,0,0,0,0,650584,1580339,0,0,0,0,357,488,12,1945,0,0,2802,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,276450,0,18728,11004,0,46711,500000,53284,0,0,0,0,0,0,0,0,91661,640982,0,0,0,0,0,0,0,0,0,0,5955764,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,3/31/2023 0:00:00,896,0,0,0,0,183641754,3682234,0,209704222,0,183641754,3682234,0,0,0,0,4,0,0,0,0,122022,2,0,0,0,0,0,0,0,1300104,0,381246,0,0,0,0,0,0,0,0,0,0,0,83748,0,0,0,0,0,0,0,0,715187,192,196509,173306,29987,122350,202923,0,6108,0,0,8732,28135,4684728,0,0,10626647,0,0,0,0,5377642,6835923,0,0,-2,0,658,6191,269,12133,0,321,19572,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,1681350,0,262136,113984,0,309769,0,0,0,0,0,0,0,0,0,0,903230,13631311,0,0,0,0,0,0,0,0,0,0,27157100,1292,0,6146072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49626928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,3/31/2023 0:00:00,902,0,0,0,0,12232806,3299143,1201285,22502852,0,12232806,4491143,2193285,0,0,0,12,0,0,0,0,112022,3,0,0,0,0,0,0,0,413861,0,14525,0,0,0,0,0,0,0,0,0,0,0,28135,0,0,0,0,0,0,0,0,123385,3247,37331,53259,4013,7116,34218,0,0,0,0,928,49845,8404820,0,0,4799688,0,0,0,0,127582,2992760,0,0,0,16394,125,2036,53,2557,0,0,4780,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,428386,0,103480,48434,0,91915,0,5735,0,0,0,0,0,0,0,0,455520,332184,0,0,0,0,0,0,0,0,0,0,3476257,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022191,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,3/31/2023 0:00:00,903,0,0,0,0,67927967,1217103,0,86884931,0,67927967,2939103,3616000,0,0,0,1,0,0,0,0,92022,3,0,0,0,0,0,0,0,603868,0,77944,0,0,0,0,0,0,0,0,0,0,0,28290,0,0,0,0,0,0,0,0,229680,12000,30554,118615,47451,63421,74178,0,0,0,0,3330,13232,12946972,0,0,12565210,0,0,0,0,3372237,5768145,0,0,0,0,241,2018,107,5634,0,205,8212,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,681812,0,86328,122077,0,62901,0,0,0,0,0,0,0,0,0,0,196103,4239621,0,0,0,0,0,0,0,0,0,0,8762105,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,17379002,0,0,0,0,0,2500000,0,0,2500000,6500000,0,0,343038,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,3/31/2023 0:00:00,904,0,0,0,0,54221879,0,0,62349848,0,54221879,0,0,0,0,0,7,0,0,0,0,122022,2,0,0,0,0,0,0,0,372022,0,52512,0,0,0,0,0,0,0,0,0,0,0,13472,0,0,0,0,0,0,0,0,77547,0,10041,29832,2872,38195,32761,0,0,0,0,1064,2064,16515753,0,0,4792281,0,0,0,0,434188,3163962,0,0,0,0,2,1491,164,4454,0,0,6111,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,424534,0,42841,74732,0,57676,0,210349,0,0,0,0,0,0,0,0,444946,4234297,0,0,0,0,0,0,0,0,0,0,8180164,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,3/31/2023 0:00:00,906,0,0,0,0,124138476,10332499,6459526,165044927,0,124138476,10332499,6459526,0,0,0,7,0,0,0,0,92022,3,0,0,0,0,0,0,0,1232601,0,62509,0,0,0,0,0,0,0,0,0,0,0,101690,0,0,0,0,0,0,0,0,489627,8332,49461,44338,31464,97224,72064,0,0,0,0,0,11907,15726749,0,0,7311686,0,0,0,0,1681179,408180,0,0,0,0,737,4026,436,6811,855,884,13749,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,1295110,0,251347,298241,0,443799,0,0,118853,0,0,0,0,0,0,0,832514,-333266,0,0,0,0,0,0,0,0,0,0,21891606,1326,0,172173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314227,0,0,0,0,0,1885000,0,0,1885000,18397120,0,0,4029,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,3/31/2023 0:00:00,909,0,0,0,0,41415133,318590,0,47135608,0,41415133,318590,0,0,0,0,0,0,0,0,0,62022,3,0,0,0,0,0,0,0,288132,0,64450,0,0,0,0,0,0,0,0,0,0,0,22445,0,0,0,0,0,0,0,0,140243,1685,30917,16377,1940,53459,60797,0,0,0,0,1220,10701,6866428,0,0,3315775,0,0,0,0,2759592,1369557,0,0,0,0,86,2241,0,3405,0,0,5732,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,352582,0,86521,21940,0,29824,0,0,1360,0,0,0,0,0,0,0,207061,1159227,0,0,0,0,0,0,0,0,0,0,5250764,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,3261,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,3/31/2023 0:00:00,911,0,0,0,0,258827143,0,0,288858131,0,258827143,0,0,0,0,0,1,0,0,0,0,92022,3,0,0,0,0,0,0,0,540157,0,2398551,0,0,0,0,0,0,0,0,0,0,0,14057,0,0,0,0,0,0,0,0,546947,7825,53478,92682,9073,60351,132791,0,0,0,0,12300,7850,4432486,0,0,2320453,0,0,0,0,1845737,353412,0,0,0,0,0,4114,350,8718,0,0,13182,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2938708,0,54777,724583,0,1352435,0,0,0,0,0,0,0,0,0,0,651810,121697689,0,0,0,0,0,0,0,0,0,0,31305778,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,3/31/2023 0:00:00,912,0,0,0,0,137989504,4119913,0,183687468,0,137989504,4119913,0,0,0,0,0,0,0,0,0,122022,2,0,0,0,0,0,0,0,523049,0,1227953,0,0,0,0,0,0,0,0,0,0,0,24069,0,0,0,0,0,0,0,0,235758,10054,29219,79759,1709,9152,44767,0,0,0,0,0,9283,5260530,0,0,3704753,0,0,0,0,373415,154512,0,0,0,0,421,1967,478,6327,319,168,9680,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,1751002,0,48665,142671,0,1233059,0,250000,0,0,0,0,0,0,0,0,663844,43373856,0,0,0,0,0,0,0,0,-875594,0,46822537,2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,3/31/2023 0:00:00,927,0,0,0,0,1400429276,105838072,43328836,1788876519,0,1421696276,105838072,43328836,0,0,0,1113,0,0,0,0,92022,2,0,0,0,0,0,0,0,18674772,0,4687964,0,0,0,0,0,0,0,0,0,0,0,3431013,0,0,0,0,0,0,0,0,10798720,184953,1149415,4199930,703721,1209105,676109,0,0,0,0,67797,139836,511905663,0,0,203831859,0,0,0,0,82669583,147497284,0,0,-15073,0,6553,106587,2082,153422,0,2606,271264,0,0,0,0,0,0,0,0,0,0,0,0,0,393,51,0,0,0,0,0,0,23362736,0,9352987,7198026,0,3023251,0,0,0,0,0,0,0,0,0,0,6244846,186197343,0,0,0,0,0,0,0,0,-12320340,0,194844391,1089,0,200453758,0,1220076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,2690332,0,0,0,0,0,0,0,0,0,390616302,0,0,34772296,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,3/31/2023 0:00:00,933,0,0,0,0,4207273,136231,0,4691885,0,4207273,136231,0,0,0,0,0,0,0,0,0,62022,2,0,0,0,0,0,0,0,17394,0,2596,0,0,0,0,0,0,0,0,0,0,0,1518,0,0,0,0,0,0,0,0,16130,0,2089,8715,881,1800,4333,0,0,0,0,0,7590,676606,0,0,67184,0,0,0,0,0,77921,0,0,0,0,86,0,14,1041,0,0,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,19990,0,2164,5071,0,-24455,0,18699,1138,0,0,0,0,0,0,0,2625,271606,0,0,0,0,0,0,0,0,0,0,332797,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,45424,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,3/31/2023 0:00:00,936,0,0,0,0,376819420,38591480,15871,452313193,0,376819420,38591480,15871,0,0,0,57,0,0,0,0,122021,2,0,0,0,0,0,0,0,2307856,0,1040843,0,0,0,0,0,0,0,0,0,0,0,409451,0,0,0,0,0,0,0,0,1561403,35621,212212,690376,74509,121203,100330,0,0,0,0,20001,146262,35832690,0,0,22124634,0,0,0,0,3399050,13990115,0,0,-119,0,2553,15863,1458,35209,0,0,55083,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,0,0,0,0,0,0,3348699,0,819012,303767,0,613951,0,642043,8252,0,0,0,0,0,0,0,1018904,18240067,0,0,0,0,0,0,0,0,0,0,42798005,946,0,0,0,58356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,28301193,0,0,0,0,0,0,0,0,0,22000000,0,0,1706454,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
