"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017"
306,3/31/2023 0:00:00,168,0,0,2021050,0,1,0,697618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3755281,5173585,21484686,3135022,0,33548574,0,0,0,-29729,0,0,0,-29729,0,0,0,0,0,105672569,0,0,0,0,0,0,0,0,01/01/2023,516153,114957905,0,0,0,0,0,0,0,0,0,0,0,290757,0,0,0,0,0,0,0,0,0
319,3/31/2023 0:00:00,173,0,20063863,1529811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3221848,902308,3478046,8272024,4636600,20510826,0,0,0,0,0,0,0,-3435263,0,0,0,0,0,0,0,0,0,0,0,292625790,0,0,0,0,0,0,0,0,,0,312252037,0,0,0,0,0,0,0,0,0,0,0,367196,0,0,0,0,0,0,0,0,0
320,3/31/2023 0:00:00,174,0,3116893,697762,0,1,0,514808,0,0,0,0,0,0,0,0,0,0,0,0,976997,3752177,13090502,1216256,0,19035931,499590,1476744,0,0,0,1976335,0,-1879510,0,0,0,0,0,0,0,0,0,0,0,118243258,0,0,0,0,0,0,0,0,01/01/2023,73200,127688354,0,0,0,0,0,0,0,0,0,0,0,116535,0,0,0,0,0,0,0,0,0
339,3/31/2023 0:00:00,182,0,0,228767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500187,0,0,0,0,0,0,0,0,,0,14076882,0,0,0,0,0,0,0,0,0,0,0,16176,0,0,0,0,0,0,0,0,0
340,3/31/2023 0:00:00,183,0,10564077,2404607,0,1,0,3235914,0,0,0,0,0,0,0,0,0,0,0,0,10736931,17035344,40780938,54745469,0,123298682,0,0,0,0,0,0,0,-16562185,0,576875,0,0,0,576875,0,0,0,0,0,548646807,0,0,0,0,0,0,0,0,01/01/2023,187522,592312823,0,0,0,0,0,0,0,0,0,0,0,1072516,0,0,0,0,0,0,0,0,0
352,3/31/2023 0:00:00,188,0,1033076,4728935,787970,0,0,0,0,627059,0,0,212597,839656,0,0,0,0,0,0,5697531,0,1624943,8152899,0,15475373,52338,83899,0,0,0,136237,0,-1593713,0,0,0,0,0,0,0,0,0,0,0,366617431,0,0,0,0,0,0,0,0,,0,408869237,0,0,0,0,0,0,0,0,0,0,0,693807,0,0,23202,0,0,0,0,0,0
359,3/31/2023 0:00:00,192,0,0,710040,0,1,0,247246,0,0,0,0,0,0,0,0,0,0,0,0,6067020,16741932,10463119,13467648,795939,47535658,0,0,0,0,0,0,0,-4885943,0,43806,0,0,0,43806,0,0,0,0,0,175543706,0,0,0,0,0,0,0,0,01/01/2023,43806,195910220,0,0,0,0,0,0,0,0,0,0,0,100524,0,0,-144928,0,0,0,0,0,0
361,3/31/2023 0:00:00,193,0,1556311,10552627,0,1,0,4696337,0,0,0,0,0,0,0,0,0,0,0,0,7330429,321437,6412952,13245737,2866886,30177441,0,0,0,0,0,0,0,-4064191,0,753270,0,0,0,753270,0,0,0,0,0,654348293,0,0,0,0,0,0,0,0,01/01/2023,2113427,712591609,0,0,0,0,0,0,0,0,0,0,0,1128268,0,0,0,0,0,0,0,0,0
365,3/31/2023 0:00:00,197,0,0,955630,154819,0,0,0,79815,0,0,57587,579582,716984,0,0,0,0,0,0,296162,710412,688320,182084,47351,1924329,0,0,0,0,0,0,0,-43219,0,0,0,0,0,0,0,0,0,0,0,79230995,0,0,0,0,0,0,0,0,,0,86124017,0,0,0,0,0,0,0,0,0,0,0,141869,0,16940,0,0,0,0,0,0,0
367,3/31/2023 0:00:00,199,0,597560,683558,0,1,0,451122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488000,16901000,650000,0,0,20039000,0,0,0,15000,0,0,0,15000,0,0,0,0,138,34238409,0,0,0,0,0,0,0,0,03/01/2023,395391,37443294,0,0,0,0,0,0,0,0,0,0,0,45826,0,0,0,0,0,0,0,0,0
370,3/31/2023 0:00:00,201,0,0,282861,0,1,0,27885,0,0,0,0,0,0,0,0,0,0,0,0,1541830,4319000,2299000,0,0,8159830,1142000,1044000,248000,0,0,2434000,0,-17755,0,0,0,0,0,0,0,0,0,0,0,20699606,0,0,0,0,0,0,0,0,01/01/2023,0,22622152,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,0,0,0,0,0,0,0
373,3/31/2023 0:00:00,203,0,32567,1318134,319539,1,0,253642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5964855,12050760,6260128,13853833,697943,38827519,0,0,0,11047,0,0,0,11047,0,0,0,0,0,89917355,0,0,0,0,0,0,0,0,03/01/2023,192744,98160620,0,0,0,0,0,0,0,0,0,0,0,130436,0,0,3420,0,0,0,0,0,0
376,3/31/2023 0:00:00,206,0,0,47607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9015838,0,0,0,0,0,0,0,0,,0,10061858,0,0,0,0,0,0,0,0,0,0,0,11588,0,0,0,0,0,0,0,0,0
378,3/31/2023 0:00:00,208,0,0,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160914,0,160914,0,0,0,0,0,0,0,-39086,0,0,0,0,0,0,0,0,0,0,0,7232612,0,0,0,0,0,0,0,0,,0,8919959,0,0,0,0,0,0,0,0,0,0,0,1627,0,0,-19224,0,0,0,0,0,0
383,3/31/2023 0:00:00,211,0,0,125015,0,1,0,40898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72241,411833,470494,0,954568,0,0,0,38945,0,0,0,38945,0,0,0,0,0,42322778,0,0,0,0,0,0,0,0,03/01/2023,38945,47891357,0,0,0,0,0,0,0,0,0,0,0,31078,0,0,0,0,0,0,0,0,0
389,3/31/2023 0:00:00,214,0,0,690772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9663113,13560128,5418290,13368380,0,42009911,0,0,0,0,0,0,0,0,0,0,0,0,0,146487109,0,0,0,0,0,0,0,0,,0,164346713,0,0,0,0,0,0,0,0,0,0,0,344082,0,0,0,0,0,0,0,0,0
390,3/31/2023 0:00:00,215,0,0,432620,0,1,0,80349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44270031,0,0,0,0,0,0,0,0,01/01/2023,0,49077835,0,0,0,0,0,0,0,0,0,0,0,44206,0,0,0,0,0,0,0,0,0
395,3/31/2023 0:00:00,217,0,0,322367,146183,1,0,397741,0,0,0,0,0,0,0,0,0,0,0,0,3156670,544055,969081,3221947,578055,8469807,2159998,4499349,0,0,0,6659348,0,-1307584,0,105629,0,0,0,105629,0,0,0,0,0,103346845,0,0,0,0,0,0,0,0,01/01/2023,56724,112314145,0,0,0,0,0,0,0,0,0,0,0,93819,0,0,0,0,0,0,0,0,0
404,3/31/2023 0:00:00,222,0,10715828,1673722,340314,1,0,1277013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41049,2050131,26603,56985,0,2174768,0,0,0,-133417,0,0,0,-133417,0,0,0,0,0,139903644,0,0,0,0,0,0,0,0,Fiscal Year 2022,559175,159621549,0,0,0,0,0,0,0,0,0,0,0,294061,0,0,0,0,0,0,0,0,0
422,3/31/2023 0:00:00,229,0,0,235976,0,1,0,49919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20786,0,0,0,-20786,0,0,0,0,0,10582390,0,0,0,0,0,0,0,0,Fiscal Year 2022,25877,11635845,0,0,0,0,0,0,0,0,0,0,0,16096,0,0,0,0,0,0,0,0,0
430,3/31/2023 0:00:00,232,0,0,1054545,0,1,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,911990,0,0,0,911990,1499466,12999529,4500000,0,0,18998995,0,-88010,0,-100148,0,0,0,-100148,0,0,0,0,0,106525969,0,0,0,0,0,0,0,0,01/01/2023,0,114801100,0,0,0,0,0,0,0,0,0,0,0,68955,0,0,0,0,0,0,0,0,0
435,3/31/2023 0:00:00,235,0,38355778,5226688,1072370,1,0,13260894,0,0,0,0,0,0,0,0,0,0,0,0,307477614,62648896,242070304,464367795,46775125,1123339734,0,0,0,0,0,0,0,-123639372,0,1050000,0,0,0,1050000,0,0,0,0,0,2541094907,0,0,0,0,0,0,0,0,01/01/2023,2027753,2690388906,0,0,0,0,0,0,0,0,0,0,0,2546067,0,0,-554400,0,0,1,717108,0,0
444,3/31/2023 0:00:00,239,0,0,378620,0,1,0,29356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14491,0,0,0,14491,0,0,0,0,0,12804197,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,15395972,0,0,0,0,0,0,0,0,0,0,0,10891,0,0,0,0,0,0,0,0,0
452,3/31/2023 0:00:00,240,0,0,136524,0,1,0,36973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9401,0,0,0,9401,0,0,0,0,0,38187732,0,0,0,0,0,0,0,0,01/01/2023,9401,40914487,0,0,0,0,0,0,0,0,0,0,0,17810,0,0,0,0,0,0,0,0,0
464,3/31/2023 0:00:00,246,0,102467,2194424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457597,970040,0,0,0,1427637,0,0,0,0,0,0,0,-620499,0,0,0,0,0,0,0,0,0,0,0,84431507,0,0,0,0,0,0,0,0,,0,93020792,0,0,0,0,0,0,0,0,0,0,0,92331,0,0,0,44,450568,3,588607,0,0
473,3/31/2023 0:00:00,252,0,0,934154,415370,1,0,209620,0,0,0,0,0,0,0,0,0,0,0,0,0,1305512,16014057,43135727,0,60455296,0,0,0,0,0,0,0,-9062790,0,39251,0,0,0,39251,0,0,0,0,0,146946214,0,0,0,0,0,0,0,0,03/01/2023,52096,167634744,0,0,0,0,0,0,0,0,0,0,0,177852,0,0,-88086,0,0,0,0,0,0
475,3/31/2023 0:00:00,253,0,0,684569,0,1,0,212169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248849,6620277,127709,0,0,7996835,0,0,0,60402,0,0,0,60402,0,0,0,0,0,58253526,0,0,0,0,0,0,0,0,01/01/2023,141994,63355901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,3/31/2023 0:00:00,255,0,80,606279,0,1,0,1938274,0,0,0,0,0,0,0,0,0,0,0,0,4748910,3638712,5429006,10956331,13447,24786406,0,0,0,0,0,0,0,-2091726,0,161783,0,0,0,161783,0,0,0,0,0,228165587,0,0,0,0,0,0,0,0,01/01/2023,759486,261014148,0,0,0,0,0,0,0,0,0,0,0,275641,0,0,0,0,0,694,9636174,0,0
479,3/31/2023 0:00:00,256,0,0,1141767,0,1,0,128171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982000,3473000,2729000,0,0,9184000,0,0,0,11180,0,0,0,11180,0,0,0,0,0,54401571,0,0,0,0,0,0,0,0,01/01/2023,20868,61054950,0,0,0,0,0,0,0,0,0,0,0,114938,0,0,0,0,0,0,0,0,0
484,3/31/2023 0:00:00,257,0,0,92718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750000,696000,0,0,0,3446000,0,0,0,0,0,0,0,0,0,0,0,0,0,14551039,0,0,0,0,0,0,0,0,,0,17229409,0,0,0,0,0,0,0,0,0,0,0,7247,0,0,0,0,0,0,0,0,0
489,3/31/2023 0:00:00,259,0,0,3615684,0,1,0,918174,0,0,0,0,0,0,0,0,0,0,0,0,989424,1377865,658796,453496,718282,4197863,0,0,0,0,0,0,0,-256304,0,204135,0,0,0,204135,0,0,0,0,0,190688372,0,0,0,0,0,0,0,0,01/01/2023,0,210869100,0,0,0,0,0,0,0,0,0,0,0,531529,0,0,0,0,0,0,0,0,0
490,3/31/2023 0:00:00,260,0,97,1379404,0,1,0,176614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27362,0,0,0,27362,0,0,0,0,0,70611600,0,0,0,0,0,0,0,0,Fiscal Year 2022,54465,76918645,0,0,0,0,0,0,0,0,0,0,0,115370,0,0,0,0,0,0,0,0,0
511,3/31/2023 0:00:00,271,0,5565841,921843,2213,1,0,203823,0,0,0,0,0,0,0,0,0,0,0,0,18098800,5929200,3306050,0,0,27334050,16894891,8506262,1500000,0,0,26901153,0,-1252587,0,50321,0,0,0,50321,0,0,0,0,0,156430104,0,0,0,12,162884,162884,0,0,01/01/2023,127797,173277724,0,0,0,0,0,0,0,0,0,0,0,248305,0,0,0,0,0,0,0,0,0
514,3/31/2023 0:00:00,272,0,0,130,0,1,0,26111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20586,0,0,0,20586,0,0,0,0,0,9796799,0,0,0,0,0,0,0,0,01/01/2023,14586,11674857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,3/31/2023 0:00:00,274,0,0,294517,-940,1,0,79528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,20000,0,0,0,0,0,29338864,0,0,0,0,0,0,0,0,01/01/2023,0,32113033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,3/31/2023 0:00:00,276,0,0,91107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,2217408,0,0,0,0,0,0,0,0,,0,2566487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,3/31/2023 0:00:00,277,0,108805411,3057183,1820264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817632437,7,146601,146601,0,0,0,7,146601,,0,900755348,0,0,0,0,0,0,0,0,0,0,0,1130347,0,0,0,0,0,0,0,0,0
538,3/31/2023 0:00:00,282,0,0,316771,0,1,0,86570,0,0,0,0,0,0,0,0,0,0,0,0,1855301,1809143,0,0,0,3664444,0,0,0,0,0,0,0,-44578,0,6060,0,0,0,6060,0,0,0,0,0,27904608,0,0,0,0,0,0,0,0,01/01/2023,12883,30304109,0,0,0,0,0,0,0,0,0,0,0,52088,0,0,-19091,2,661510,0,0,0,0
552,3/31/2023 0:00:00,284,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331792,0,0,0,0,0,0,0,0,,0,1583365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,3/31/2023 0:00:00,290,0,156999821,13436123,5103281,1,0,22379015,15678,0,0,27676297,365696,28057671,577994,9876,68164,100848,3312,760194,136158972,3465259,76369443,98863364,841565,315698603,0,0,0,0,0,0,0,-26819980,0,3880664,0,0,21793,3902457,0,0,0,0,32532,2751337898,1,215160,215160,0,0,0,1,215160,01/01/2023,3888630,3063290950,0,0,0,0,0,0,0,0,0,0,0,3941151,0,986038,0,0,0,0,0,0,0
567,3/31/2023 0:00:00,291,0,0,229383,1250,1,0,13055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15070291,0,0,0,0,0,0,0,0,03/01/2023,0,16367245,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,0,0,0,0,0
577,3/31/2023 0:00:00,293,0,503284,65006,15436,1,0,93137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,9000,0,0,0,0,613,13839688,0,0,0,0,0,0,0,0,01/01/2023,70212,15877183,0,0,0,0,0,0,0,0,0,0,0,31881,0,0,0,0,0,0,0,0,0
594,3/31/2023 0:00:00,302,0,20182389,892214,281464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17614784,41483800,19143781,9092835,0,87335200,0,0,0,0,0,0,0,-5308439,0,0,0,0,0,0,0,0,0,0,0,271954003,0,0,0,0,0,0,0,0,,0,289431004,0,0,0,0,0,0,0,0,0,0,0,371885,0,0,0,0,0,0,0,0,0
606,3/31/2023 0:00:00,307,0,0,1679498,0,1,0,155315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71095556,122575000,69100000,0,0,262770556,0,0,0,0,0,0,0,0,0,0,0,0,0,365277580,0,0,0,0,0,0,0,0,01/01/2023,84432,410858650,0,0,0,0,0,0,0,0,0,0,0,318047,0,0,0,0,0,0,0,0,0
609,3/31/2023 0:00:00,309,0,0,234664,0,1,0,107282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17916,0,0,0,17916,0,0,0,0,0,22837992,0,0,0,0,0,0,0,0,03/01/2023,58274,25421202,0,0,0,0,0,0,0,0,0,0,0,28251,0,0,0,0,0,0,0,0,0
613,3/31/2023 0:00:00,311,0,3000000,998158,125594,1,0,161250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972445,1021323,0,1993768,3875000,19655075,9155000,1000000,0,33685075,0,-338119,0,-66115,0,0,0,-66115,0,0,0,0,0,77165175,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,85267280,0,0,0,0,0,0,0,0,0,0,0,94270,0,0,0,0,0,0,0,0,0
616,3/31/2023 0:00:00,314,0,0,386160,0,1,0,417491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,1600000,0,0,0,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,33404776,0,0,0,0,0,0,0,0,01/01/2023,0,37635848,0,0,0,0,0,0,0,0,0,0,0,52908,0,0,0,0,0,0,0,0,0
619,3/31/2023 0:00:00,316,0,268930662,2840608,0,1,0,39861771,0,0,0,0,0,0,0,0,0,0,0,0,2536084,248536,108685,33472,0,2926777,0,0,0,0,0,0,0,-123161,0,35035,0,0,0,35035,0,0,0,0,0,1557548668,0,0,0,0,0,0,0,0,03/01/2023,27062408,1828949870,0,0,0,0,0,0,0,0,0,0,0,152489,0,0,0,0,0,0,0,0,0
620,3/31/2023 0:00:00,317,0,0,341336,0,1,0,182429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16277314,0,0,0,0,0,0,0,0,01/01/2023,0,18750818,0,0,0,0,0,0,0,0,0,0,0,15741,0,0,0,0,0,0,0,0,0
624,3/31/2023 0:00:00,321,0,36112985,1809337,0,1,0,8642489,0,0,0,0,0,0,0,0,0,0,0,0,65478198,11055365,22983577,24343792,0,123860932,0,0,0,0,0,0,0,-8663244,0,1548576,0,0,0,1548576,0,0,0,0,0,1161847428,0,0,0,0,0,0,0,0,01/01/2023,729122,1275519929,0,0,0,0,0,0,0,0,0,0,0,1063887,0,0,0,1573,17851822,0,0,0,0
640,3/31/2023 0:00:00,328,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5665886,0,0,0,0,0,0,0,0,,0,6598019,0,0,0,0,0,0,0,0,0,0,0,2995,0,0,0,0,0,0,0,0,0
644,3/31/2023 0:00:00,330,0,0,854910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204058,3689308,17697574,24033128,0,46624068,0,0,0,0,0,0,0,-5889375,0,0,0,0,0,0,0,0,0,0,0,151585733,0,0,0,0,0,0,0,0,,0,160973545,0,0,0,0,0,0,0,0,0,0,0,217821,0,0,0,0,0,0,0,0,0
648,3/31/2023 0:00:00,334,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496568,239289,1615489,0,0,2351346,0,0,0,0,0,0,0,-159466,0,0,0,0,0,0,0,0,0,0,0,11460391,0,0,0,0,0,0,0,0,,0,12504459,0,0,0,0,0,0,0,0,0,0,0,5289,0,0,0,0,0,0,0,0,0
649,3/31/2023 0:00:00,335,0,0,760129,0,1,0,731413,0,0,0,0,1013427,1013427,0,0,0,0,0,0,7724704,0,0,0,0,7724704,8998000,16269000,7865000,0,0,33132000,0,-266185,0,0,0,0,0,0,0,0,0,0,0,80466630,0,0,0,0,0,0,0,0,Fiscal Year 2022,594667,101638683,0,0,0,0,0,0,0,0,0,0,0,75639,0,0,0,0,0,0,0,0,0
663,3/31/2023 0:00:00,341,0,0,125126,0,1,105476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,500000,2433,1252433,1490000,4961000,4420000,994000,0,11865000,0,24,0,0,0,0,0,0,0,0,0,0,0,19690750,0,0,0,0,0,0,0,0,01/01/2023,0,23556250,0,0,0,0,0,0,0,0,0,0,0,24356,0,0,0,0,0,0,0,0,0
665,3/31/2023 0:00:00,342,0,13300000,2008426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5766143,27815161,16992420,7915409,196019,58685152,0,0,0,0,0,0,0,-5101247,0,0,0,0,0,0,0,0,0,0,0,271525730,0,0,0,0,0,0,0,0,,0,292117138,0,0,0,0,0,0,0,0,0,0,0,511217,0,0,0,0,0,0,0,0,0
678,3/31/2023 0:00:00,348,0,0,38838,61117,1,0,176214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,829,3829,0,0,0,0,829,21959326,0,0,0,0,0,0,0,0,01/01/2023,90000,23726126,0,0,0,0,0,0,0,0,0,0,0,22793,0,0,0,0,0,0,0,0,0
680,3/31/2023 0:00:00,349,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578000,3818000,2481000,248000,0,8125000,0,0,0,0,0,0,0,0,0,0,0,0,0,15970822,0,0,0,0,0,0,0,0,,0,17846016,0,0,0,0,0,0,0,0,0,0,0,3927,0,0,0,0,0,0,0,0,0
687,3/31/2023 0:00:00,352,0,0,456836,-1,1,0,547117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302546,0,0,0,302546,0,0,0,0,0,73003574,0,0,0,0,0,0,0,0,01/01/2023,0,79789818,0,0,0,0,0,0,0,0,0,0,0,174180,0,0,0,0,0,0,0,0,0
690,3/31/2023 0:00:00,353,0,0,1750,0,1,0,194790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,40000000,18000000,14000000,0,77000000,0,0,0,0,0,0,0,0,0,0,0,0,0,155789743,0,0,0,0,0,0,0,0,03/01/2023,0,179627796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,3/31/2023 0:00:00,364,0,0,201431,0,1,0,31995,0,0,0,0,0,0,0,0,0,0,0,0,4662905,12823786,5094241,7411775,0,29992707,0,0,0,0,0,0,0,-2623487,0,31995,0,0,0,31995,0,0,0,0,0,65594254,0,0,0,0,0,0,0,0,03/01/2023,16237,69429772,0,0,0,0,0,0,0,0,0,0,0,12704,0,0,0,0,0,0,0,0,0
722,3/31/2023 0:00:00,366,0,0,1425589,0,1,0,399981,232875,1000000,477455,625738,815693,3151761,0,0,0,0,0,0,0,0,0,0,0,0,4711000,12380000,11101997,8500000,0,36692997,0,0,0,0,0,0,0,0,0,0,0,0,0,101941681,0,0,0,0,0,0,0,0,01/01/2023,56473,112084579,0,0,0,0,0,0,0,0,0,0,0,126375,0,-75663,0,0,0,0,0,0,0
761,3/31/2023 0:00:00,375,0,0,2801052,1398075,1,0,1320025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349903,26694671,11100000,2849815,600000,42594389,0,0,0,34821,0,0,-2258,32563,0,0,0,0,49378,173058657,0,0,0,0,0,0,0,0,01/01/2023,120670,186957695,0,0,0,0,0,0,0,0,0,0,0,329019,0,0,0,0,0,0,0,0,0
770,3/31/2023 0:00:00,378,0,0,855226,110054,1,0,403010,0,0,0,0,0,0,0,0,0,0,0,0,1966034,4143605,2192087,0,0,8301726,0,0,0,0,0,0,0,-413455,0,0,0,0,0,0,0,0,0,0,0,100886302,0,0,0,0,0,0,0,0,01/01/2023,0,114051399,0,0,0,0,0,0,0,0,0,0,0,118976,0,0,0,0,0,0,0,0,0
785,3/31/2023 0:00:00,386,0,0,1786464,0,1,0,81105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,1000000,0,0,0,10022,0,0,0,10022,0,0,0,0,0,83497338,0,0,0,0,0,0,0,0,01/01/2023,0,95228701,0,0,0,0,0,0,0,0,0,0,0,67110,0,0,0,0,0,0,0,0,0
794,3/31/2023 0:00:00,390,0,1395341,912257,0,1,0,274765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8849000,5778000,240000,0,0,14867000,0,0,0,0,0,0,0,0,0,0,0,0,0,103334458,0,0,0,0,0,0,0,0,01/01/2023,130123,118791245,0,0,0,0,0,0,0,0,0,0,0,70460,0,0,0,0,0,0,0,0,0
795,3/31/2023 0:00:00,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4455044,0,0,0,0,0,0,0,0,,0,5162557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,3/31/2023 0:00:00,393,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,475000,0,0,0,1475000,0,0,0,0,0,0,0,0,0,0,0,0,0,5613469,0,0,0,0,0,0,0,0,,0,6203258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
