"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017"
17437,3/31/2023 0:00:00,9176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385246,0,0,0,0,0,0,0,0,,0,2692067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17449,3/31/2023 0:00:00,9179,0,0,382540,118060,1,0,113329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8443490,17853255,6019743,2253635,0,34570123,0,0,0,-26141,0,0,0,-26141,0,0,0,0,0,45214837,0,0,0,0,0,0,0,0,01/01/2023,44645,50235840,0,0,0,0,0,0,0,0,0,0,0,12396,0,0,0,0,0,0,0,0,0
17454,3/31/2023 0:00:00,9180,0,0,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864898,0,0,0,0,0,0,0,0,,0,1096719,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0
17456,3/31/2023 0:00:00,9181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904150,0,0,0,0,0,0,0,0,,0,2306054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17464,3/31/2023 0:00:00,9187,0,2072621,637702,286043,1,0,871786,0,0,0,0,898869,898869,0,0,0,0,0,0,9576590,15048960,4799024,2482167,0,31906741,0,0,0,0,0,0,0,-1785292,0,213191,0,0,4147,217338,0,0,0,0,27537,90471853,0,0,0,0,0,0,0,0,01/01/2023,277896,98581380,0,0,0,0,0,0,0,0,0,0,0,334050,0,43003,0,0,0,0,0,0,0
17472,3/31/2023 0:00:00,9193,0,0,369242,0,1,0,266854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26862000,0,0,0,0,0,0,0,0,01/01/2023,235216,28990344,0,0,0,0,0,0,0,0,0,0,0,35026,0,0,0,0,0,99,172279,0,0
17550,3/31/2023 0:00:00,9243,0,0,119690,0,1,0,15447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942000,2528000,0,0,0,3470000,0,0,0,5862,0,0,0,5862,0,0,0,0,0,10550577,0,0,0,0,0,0,0,0,01/01/2023,0,11940954,0,0,0,0,0,0,0,0,0,0,0,2694,0,0,0,0,0,0,0,0,0
17555,3/31/2023 0:00:00,9247,0,0,429897,0,1,0,279780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7747,0,0,0,7747,0,0,0,0,0,22427456,0,0,0,0,0,0,0,0,01/01/2023,68017,24624050,0,0,0,0,0,0,0,0,0,0,0,37765,0,0,0,0,0,0,0,0,0
17569,3/31/2023 0:00:00,9254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,3735000,2050000,0,0,6685000,0,0,0,0,0,0,0,0,0,0,0,0,0,45337672,0,0,0,0,0,0,0,0,,0,52061847,0,0,0,0,0,0,0,0,0,0,0,37815,0,0,0,0,0,0,0,0,0
17587,3/31/2023 0:00:00,9266,0,212296304,3871339,0,1,0,46540962,0,0,0,0,0,0,0,0,0,0,0,0,388,8324,0,0,0,8712,0,0,0,0,0,0,0,-205,0,3492730,8712,0,0,3501442,0,0,0,0,0,2683267153,0,0,0,0,0,0,0,0,01/01/2023,30560253,2900030935,0,0,0,0,0,0,0,0,0,0,0,1335205,0,0,-383,0,0,0,0,0,0
17588,3/31/2023 0:00:00,9267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851559,0,0,0,0,0,0,0,0,,0,1077552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17623,3/31/2023 0:00:00,9285,0,15596764,12947262,25182215,1,0,3050227,0,0,0,0,0,0,0,0,0,0,0,0,6920737,13433693,36491096,27519268,11095592,95460386,0,0,0,0,0,0,0,-13205355,0,182000,0,0,0,182000,0,0,0,0,0,1075271332,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,1166862847,0,0,0,0,0,0,0,0,0,0,0,193268,0,0,0,0,0,0,0,0,0
17630,3/31/2023 0:00:00,9290,0,0,470411,0,1,0,39348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39348,0,0,0,39348,0,0,0,0,0,37434355,0,0,0,0,0,0,0,0,01/01/2023,0,43737710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17636,3/31/2023 0:00:00,9294,0,20104300,531804,0,1,0,310000,0,0,0,0,0,0,0,0,0,0,0,0,1430224,1450219,1660254,20232892,0,24773589,0,0,0,0,0,0,0,-3626411,0,-2567,0,0,0,-2567,0,0,0,0,0,74248933,0,0,0,0,0,0,0,0,01/01/2023,37805,89497316,0,0,0,0,0,0,0,0,0,0,0,223073,0,0,0,0,0,0,0,0,0
17642,3/31/2023 0:00:00,9297,0,114800406,31630753,6890665,0,0,0,1306427,0,0,0,0,1306427,902516,0,0,0,0,902516,29601269,53599616,55968471,165819009,19280677,324269042,0,0,0,0,0,0,0,-44291448,0,0,0,0,0,0,0,0,0,0,0,2578318605,4,54600,54600,0,0,0,4,54600,,0,2814844913,0,0,0,0,0,0,0,0,0,0,0,3808760,0,80750,0,607,42844372,0,0,0,0
17665,3/31/2023 0:00:00,9307,0,2811706,1437498,0,1,0,244857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677000,9163309,7630022,839153,162142,20471626,0,0,0,0,0,0,0,0,0,0,0,0,0,78679490,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,91378256,0,0,0,0,0,0,0,0,0,0,0,175907,0,0,0,0,0,0,0,0,0
17675,3/31/2023 0:00:00,9315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398518,0,0,0,0,0,0,0,0,,0,1862108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17679,3/31/2023 0:00:00,9317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5903812,0,0,0,0,0,0,0,0,,0,6515885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17681,3/31/2023 0:00:00,9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5131544,0,0,0,0,0,0,0,0,,0,5990698,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0
17687,3/31/2023 0:00:00,9323,0,0,10943,0,1,0,49909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24693,0,0,0,-24693,0,0,0,0,0,28772866,0,0,0,0,0,0,0,0,Fiscal Year 2022,-24693,31520610,0,0,0,0,0,0,0,0,0,0,0,4385,0,0,0,0,0,0,0,0,0
17691,3/31/2023 0:00:00,9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205764,0,0,0,0,0,0,0,0,,0,294806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17697,3/31/2023 0:00:00,9330,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673481,0,0,0,0,0,0,0,0,,0,2181966,0,0,0,0,0,0,0,0,0,0,0,1396,0,0,-7126,0,0,0,0,0,0
17715,3/31/2023 0:00:00,9339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885037,0,0,0,0,0,0,0,0,,0,1016754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17733,3/31/2023 0:00:00,9349,0,0,187696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648919,2244950,1175130,3587353,0,7656352,649015,4143001,1797000,599000,0,7188016,0,-1192649,0,0,0,0,0,0,0,0,0,0,0,22926627,0,0,0,0,0,0,0,0,,0,24036748,0,0,0,0,0,0,0,0,0,0,0,8563,0,0,0,0,0,0,0,0,0
17752,3/31/2023 0:00:00,9364,0,350000,0,0,1,0,47431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5671,0,0,0,5671,0,0,0,0,0,34754943,0,0,0,0,0,0,0,0,01/01/2023,43747,38846850,0,0,0,0,0,0,0,0,0,0,0,9061,0,0,0,0,0,0,0,0,0
17793,3/31/2023 0:00:00,9388,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,125000,0,0,0,1825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4711800,0,0,0,0,0,0,0,0,,0,5348566,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
17831,3/31/2023 0:00:00,9407,0,0,666902,0,1,0,60545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460,0,0,0,2460,0,0,0,0,0,15377092,0,0,0,0,0,0,0,0,01/01/2023,31291,16698262,0,0,0,0,0,0,0,0,0,0,0,10137,0,0,0,0,0,0,0,0,0
17841,3/31/2023 0:00:00,9412,0,0,0,0,1,0,8686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,0,0,913,0,0,0,0,0,5002780,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,5528182,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
17847,3/31/2023 0:00:00,9415,0,0,345460,0,1,0,228608,0,0,0,0,0,0,0,0,0,0,0,0,248385,1695143,484550,13079320,0,15507398,0,0,0,0,0,0,0,-3199394,0,26337,0,0,0,26337,0,0,0,0,0,55202366,0,0,0,0,0,0,0,0,03/01/2023,0,57431198,0,0,0,0,0,0,0,0,0,0,0,64282,0,0,0,0,0,0,0,0,0
17849,3/31/2023 0:00:00,9416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480892,0,0,0,0,0,0,0,0,,0,4654416,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0
17861,3/31/2023 0:00:00,9421,0,0,0,0,1,19500,96469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006200,4362000,4480010,0,0,11848210,0,0,0,6000,0,0,0,6000,0,0,0,0,0,26067909,0,0,0,0,0,0,0,0,01/01/2023,0,29646978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17865,3/31/2023 0:00:00,9423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28915,91000,78000,215000,30000,442915,0,0,0,0,0,0,0,0,0,0,0,0,0,1100512,0,0,0,0,0,0,0,0,,0,1245955,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0
17870,3/31/2023 0:00:00,9425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3860685,0,0,0,0,0,0,0,0,,0,4438709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17874,3/31/2023 0:00:00,9428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258693,0,0,0,0,0,0,0,0,,0,308783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17878,3/31/2023 0:00:00,9431,0,0,131978,50916,1,0,120455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079000,5013000,1445000,100000,0,8637000,0,0,0,15075,0,0,0,15075,0,0,0,0,0,20838344,0,0,0,0,0,0,0,0,01/01/2023,19000,23389725,0,0,0,0,0,0,0,0,0,0,0,33725,0,0,0,0,0,0,0,0,0
17885,3/31/2023 0:00:00,9434,0,0,224127,0,1,0,169596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17043975,0,0,0,0,0,0,0,0,01/01/2023,0,19928956,0,0,0,0,0,0,0,0,0,0,0,48524,0,0,0,0,0,0,0,0,0
17891,3/31/2023 0:00:00,9439,0,0,272638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099000,2134000,895000,0,0,4128000,0,0,0,0,0,0,0,0,0,0,0,0,0,17550631,0,0,0,0,0,0,0,0,,0,18994023,0,0,0,0,0,0,0,0,0,0,0,15587,0,0,0,0,0,0,0,0,0
17914,3/31/2023 0:00:00,9454,0,91685451,5577484,2235774,1,0,7171358,0,0,0,0,0,0,0,0,0,0,0,0,26151935,40295071,55608708,203832823,84914590,410803127,0,0,0,0,0,0,0,-61666109,0,676260,0,0,0,676260,0,0,0,0,0,1618303766,0,0,0,0,0,0,0,0,01/01/2023,0,1698281543,0,0,0,0,0,0,0,0,0,0,0,1771299,0,0,0,0,0,0,0,0,0
17953,3/31/2023 0:00:00,9468,0,0,325956,0,1,0,69767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6936,0,0,0,6936,0,0,0,0,0,22688620,0,0,0,0,0,0,0,0,01/01/2023,0,25039010,0,0,0,0,0,0,0,0,0,0,0,8309,0,0,0,0,0,0,0,0,0
17955,3/31/2023 0:00:00,9469,0,0,391740,0,1,0,72671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59744,70587,0,0,0,130331,0,0,0,6000,0,0,0,6000,0,0,0,0,0,37603122,0,0,0,0,0,0,0,0,01/01/2023,17851,40293314,0,0,0,0,0,0,0,0,0,0,0,11546,0,0,0,0,0,0,0,0,0
17969,3/31/2023 0:00:00,9476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667165,0,0,0,0,0,0,0,0,,0,999223,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,0
17990,3/31/2023 0:00:00,9484,0,71712,5863398,13790,1,0,1661886,0,0,0,0,0,0,0,0,0,0,0,0,8860752,24603055,20378284,21858429,1008833,76709353,0,0,0,0,0,0,0,-9233979,0,345000,0,0,0,345000,0,0,0,0,5700,374460245,0,0,0,0,0,0,0,0,01/01/2023,400200,396378887,0,0,0,0,0,0,0,0,0,0,0,1290836,0,0,0,0,0,0,0,0,0
17999,3/31/2023 0:00:00,9488,0,0,1432119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111177673,0,0,0,0,0,0,0,0,,0,123651077,0,0,0,0,0,0,0,0,0,0,0,324500,0,0,0,0,0,0,0,0,0
18013,3/31/2023 0:00:00,9494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660764,0,0,0,0,0,0,0,0,,0,3183843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18022,3/31/2023 0:00:00,9496,0,50023,1774421,0,1,0,954937,0,0,0,0,0,0,0,0,0,0,0,0,702293,5019436,15480220,15443559,394923,37040431,0,0,0,3150094,323351,3473445,0,-4166233,0,-156,0,0,0,-156,0,0,0,0,0,223022978,0,0,0,0,0,0,0,0,01/01/2023,281510,242749587,0,0,0,0,0,0,0,0,0,0,0,359743,0,0,0,0,0,0,0,0,0
18067,3/31/2023 0:00:00,9521,0,0,549243,0,1,0,54899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54899,0,0,0,54899,0,0,0,0,0,35575543,0,0,0,0,0,0,0,0,03/01/2023,27781,39699952,0,0,0,0,0,0,0,0,0,0,0,17978,0,0,0,0,0,0,0,0,0
18068,3/31/2023 0:00:00,9522,0,0,71537,0,1,0,53706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9089,0,0,0,9089,0,0,0,0,0,22618933,0,0,0,0,0,0,0,0,01/01/2023,1948,25046695,0,0,0,0,0,0,0,0,0,0,0,13931,0,0,0,0,0,0,0,0,0
18090,3/31/2023 0:00:00,9531,0,0,493922,0,1,0,547892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400000,14699000,1250000,0,0,21349000,0,0,0,77000,0,0,0,77000,0,0,0,0,0,85012424,0,0,0,0,0,0,0,0,01/01/2023,587878,94995046,0,0,0,0,0,0,0,0,0,0,0,54191,0,0,0,0,0,0,0,0,0
18142,3/31/2023 0:00:00,9555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142760,0,0,0,0,0,0,0,0,,0,1303760,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
18144,3/31/2023 0:00:00,9557,0,0,98374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6007244,0,0,0,0,0,0,0,0,,0,6448022,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,0
18150,3/31/2023 0:00:00,9560,0,0,592732,0,1,0,56306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14306,0,0,0,14306,0,0,0,0,0,20847989,40,0,0,40,0,0,0,0,Fiscal Year 2022,0,26655194,0,0,0,0,0,0,0,0,0,0,0,46172,0,0,0,0,0,0,0,0,0
18172,3/31/2023 0:00:00,9568,0,0,525604,0,1,0,70345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19855984,0,0,0,0,0,0,0,0,03/01/2023,0,21823038,0,0,0,0,0,0,0,0,0,0,0,40941,0,0,0,0,0,0,0,0,0
18175,3/31/2023 0:00:00,9571,0,26782952,2518531,-1962035,1,0,1729973,0,0,0,0,0,0,0,0,0,0,0,0,21691065,53472066,7813508,16747418,0,99724057,0,0,0,0,0,0,0,-7993476,0,291338,0,0,0,291338,0,0,0,0,13999,394590942,0,0,0,0,0,0,0,0,01/01/2023,553110,417386724,0,0,0,0,0,0,0,0,0,0,0,626292,0,0,0,0,0,0,0,0,0
18181,3/31/2023 0:00:00,9573,0,211688,2350477,580116,1,0,4118510,0,0,0,0,0,0,0,0,0,0,0,0,15868681,2042484,44584928,52184351,0,114680444,0,0,0,0,0,0,0,-16537988,0,172059,0,0,0,172059,0,0,0,0,0,610544114,1,50968,50968,0,0,0,1,50968,01/01/2023,657993,654353919,0,0,0,0,0,0,0,0,0,0,0,748544,0,0,0,15,5952440,0,0,0,0
18192,3/31/2023 0:00:00,9580,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280926,2146228,1448793,0,5875947,0,0,0,0,0,0,0,0,0,0,0,0,0,48959241,0,0,0,0,0,0,0,0,,0,58330378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18195,3/31/2023 0:00:00,9582,0,4655289,2585359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7460127,5531598,24560565,33928274,5035694,76516258,0,0,1000000,0,0,1000000,0,-10041189,0,0,0,0,0,0,0,0,0,0,0,301330009,0,0,0,0,0,0,0,0,,0,318740791,0,0,0,0,0,0,0,0,0,0,0,148828,0,0,-136,0,0,0,0,0,0
18204,3/31/2023 0:00:00,9587,0,13314741,1427224,636536,1,0,969887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502137,401919,0,904056,0,0,0,0,0,0,0,-36787,0,91566,0,0,0,91566,0,0,0,0,0,160968976,10,81179,0,0,0,0,10,81179,01/01/2023,456414,183488269,0,0,0,0,0,0,0,0,0,0,0,216253,0,0,0,0,0,0,0,0,0
18218,3/31/2023 0:00:00,9592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730332,0,0,0,0,0,0,0,0,,0,807568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18234,3/31/2023 0:00:00,9602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999615,0,0,0,0,0,0,0,0,,0,1119366,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0
18238,3/31/2023 0:00:00,9605,0,0,126858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,18883448,0,0,0,0,0,0,0,0,,0,21810508,0,0,0,0,0,0,0,0,0,0,0,12097,0,0,0,0,0,0,0,0,0
18242,3/31/2023 0:00:00,9607,0,0,463343,160576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188000,10922000,1248000,0,0,15358000,0,0,0,0,0,0,0,0,0,0,0,0,0,84468867,0,0,0,0,0,0,0,0,,0,91223363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18254,3/31/2023 0:00:00,9613,0,0,205221,0,1,0,65371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14765923,0,0,0,0,0,0,0,0,03/01/2023,0,17216850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18271,3/31/2023 0:00:00,9619,0,5070242,369841,77184,1,0,872245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79579,0,0,0,79579,0,0,0,0,0,221904118,0,0,0,0,0,0,0,0,01/01/2023,388370,252631346,0,0,0,0,0,0,0,0,0,0,0,1461973,0,0,0,0,0,0,0,0,0
18273,3/31/2023 0:00:00,9620,0,42446679,1133863,189308,1,0,391992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750906,99733,141289,450000,0,1441928,0,0,0,75000,0,0,0,75000,0,0,0,0,2952,116819761,0,0,0,0,0,0,0,0,03/01/2023,0,127402097,0,0,0,0,0,0,0,0,0,0,0,56125,0,0,0,0,0,0,0,0,0
18297,3/31/2023 0:00:00,9632,0,212753177,37142627,13021983,1,0,45663800,35484768,0,0,33623897,0,69108665,0,0,0,0,0,0,95492759,161646,29404411,51678899,3340245,180077960,0,0,0,0,0,0,0,-17557971,0,2755513,0,0,811581,3567094,0,0,0,0,811582,4262970468,2,8862,4431,0,0,0,0,0,01/01/2023,10772757,4712948224,0,0,0,0,0,0,0,0,0,0,0,7433680,0,2089761,165109,0,0,0,0,0,0
18301,3/31/2023 0:00:00,9635,0,0,259904,12980,1,0,9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6883,0,0,0,-6883,0,0,0,0,0,30258558,0,0,0,0,0,0,0,0,01/01/2023,0,33408431,0,0,0,0,0,0,0,0,0,0,0,22403,0,0,0,0,0,0,0,0,0
18312,3/31/2023 0:00:00,9638,0,0,37820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5005493,0,0,0,0,0,0,0,0,,0,6985146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18336,3/31/2023 0:00:00,9648,0,0,4143518,360482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746,0,1746,38250000,0,0,0,0,38250000,0,6,0,0,0,0,0,0,0,0,0,0,0,641699961,0,0,0,0,0,0,0,0,,0,750417753,0,0,0,0,0,0,0,0,0,0,0,351899,0,0,0,0,0,0,0,0,0
18343,3/31/2023 0:00:00,9653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627683,0,0,0,0,0,0,0,0,,0,2136366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
